feature,rho,p_raw,rank,p_bh,bh_significant,loo_frac,loo_robust,passes,description
lex::<MD[,0.5652912152498961,0.006114462314837651,41,0.11110425425741584,False,1.0,True,True,Lexeme <MD[ (verb) rate per 1k words
lex::DM/,-0.5642380461158151,0.006231436227760222,42,0.11053380927812775,False,1.0,True,True,Lexeme DM/ (noun) rate per 1k words
lex::N>M/,-0.5526844695896985,0.007641125362076076,43,0.1323869394127134,False,1.0,True,True,Lexeme N>M/ (noun) rate per 1k words
lex::MLKH/,0.5519665311494277,0.00773676185326114,44,0.1309974450154443,False,1.0,True,True,Lexeme MLKH/ (noun) rate per 1k words
lex::T<H[,-0.5503405913062352,0.007957010732113932,45,0.13173273323166398,False,1.0,True,True,Lexeme T<H[ (verb) rate per 1k words
vt::perf,-0.5498730430033323,0.008021293574725231,46,0.12991008072109342,False,1.0,True,True,Verb form perf rate per 1k words
lex::L>,-0.5498730430033323,0.008021293574725231,47,0.12714603645043185,False,1.0,True,True,Lexeme L> (negator) rate per 1k words
lex::PRS=/,0.5479452638943982,0.008290884811945586,48,0.1286814413520721,False,1.0,True,True,Lexeme PRS=/ (proper-noun) rate per 1k words
lex::GWJ/,-0.5465346753333381,0.00849284520215387,49,0.12912591174703336,False,1.0,True,True,Lexeme GWJ/ (noun) rate per 1k words
lex::W,0.5459171218306464,0.008582529846137634,50,0.12787969470745075,False,1.0,True,True,Lexeme W (conj) rate per 1k words
lex::>CWR/,-0.5400419434734404,0.009475429652361027,51,0.13841559001978362,False,1.0,True,True,Lexeme >CWR/ (proper-noun) rate per 1k words
lex::>XD/,0.5395306731886568,0.009556611653778564,52,0.1369168400397121,False,1.0,True,True,Lexeme >XD/ (noun) rate per 1k words
lex::CMRWN/,-0.5346319271567876,0.010363824187251514,53,0.14568017017929014,False,1.0,True,True,Lexeme CMRWN/ (proper-noun) rate per 1k words
lex::BMH/,-0.5325876690060342,0.01071680672661831,54,0.14785224095056743,False,1.0,True,True,Lexeme BMH/ (noun) rate per 1k words
lex::<ZRJH/,0.5307484857796162,0.011042739160730595,55,0.14957892135898715,False,1.0,True,True,Lexeme <ZRJH/ (proper-noun) rate per 1k words
lex::JCB[,-0.529528305543805,0.01126341876486608,56,0.14984369606830766,False,1.0,True,True,Lexeme JCB[ (verb) rate per 1k words
lex::RJB[,-0.5287834713702767,0.011399892689907966,57,0.14899859743827076,False,1.0,True,True,Lexeme RJB[ (verb) rate per 1k words
lex::NYL[,-0.5279900544635708,0.01154675313756547,58,0.148316053232522,False,1.0,True,True,Lexeme NYL[ (verb) rate per 1k words
lex::RXM[,-0.5279777935214007,0.011549034701560094,59,0.1458310314010554,False,1.0,True,True,Lexeme RXM[ (verb) rate per 1k words
lex::XRB[,-0.5258177441031366,0.01195677887475144,60,0.14846333769483036,False,1.0,True,True,Lexeme XRB[ (verb) rate per 1k words
lex::J<QB/,-0.5207547312065318,0.012958734322736103,61,0.15826650935144912,False,1.0,True,True,Lexeme J<QB/ (proper-noun) rate per 1k words
lex::MCPV/,-0.5191282527739597,0.013294759746609904,62,0.15975154856813512,False,1.0,True,True,Lexeme MCPV/ (noun) rate per 1k words
lex::R<H[,-0.5179986211747887,0.01353228857354657,63,0.16002468233797132,False,1.0,True,True,Lexeme R<H[ (verb) rate per 1k words
lex::CM,-0.5114568804361673,0.01497670592373261,64,0.1743382173934499,False,1.0,True,True,Lexeme CM (adverb) rate per 1k words
lex::B,-0.5097486996803758,0.015373782593735433,65,0.1762072004974292,False,1.0,True,True,Lexeme B (prep) rate per 1k words
lex::<FRJM/,0.5090639993099273,0.015535323683018973,66,0.1753608506643808,False,1.0,True,True,Lexeme <FRJM/ (noun) rate per 1k words
lex::>XCWRWC/,0.505574832991071,0.016380040696974546,67,0.18213627342158265,False,0.9545454545454546,True,True,Lexeme >XCWRWC/ (proper-noun) rate per 1k words
lex::DT/,0.505574832991071,0.016380040696974546,68,0.17945779881244173,False,0.9545454545454546,True,True,Lexeme DT/ (noun) rate per 1k words
lex::DBR/,0.5041018589254702,0.016747627290912934,69,0.18082583089463966,False,1.0,True,True,Lexeme DBR/ (noun) rate per 1k words
lex::<FR/,0.5038192961618533,0.016818899058394475,70,0.1790011399786269,False,0.9545454545454546,True,True,Lexeme <FR/ (noun) rate per 1k words
lex::PRJ/,-0.5020609716247589,0.017267941145657956,71,0.18119177681007292,False,0.8636363636363636,True,True,Lexeme PRJ/ (noun) rate per 1k words
lex::ML>KT/,0.5002624194128209,0.017737233246842017,72,0.18353109401246254,False,1.0,True,True,Lexeme ML>KT/ (noun) rate per 1k words
lex::MBYR/,-0.5002057295722915,0.017752190949036486,73,0.18116961995934497,False,1.0,True,True,Lexeme MBYR/ (noun) rate per 1k words
lex::PCR/,0.49943406886221875,0.01795680988922899,74,0.18078139685777836,False,0.9090909090909091,True,True,Lexeme PCR/ (noun) rate per 1k words
vs::piel,-0.49618554137402443,0.018839196241826922,75,0.1871360160021474,False,1.0,True,True,Verbal stem piel rate per 1k words
lex::JHWDJ/,0.4947950705667791,0.019227411033948316,76,0.18847922658278285,False,1.0,True,True,Lexeme JHWDJ/ (adjective) rate per 1k words
lex::CBR/,-0.49327762676987447,0.019658403537787868,77,0.19020143682664883,False,1.0,True,True,Lexeme CBR/ (noun) rate per 1k words
lex::GBWL/,-0.49156095086535073,0.020155322806681714,78,0.19250917296125483,False,1.0,True,True,Lexeme GBWL/ (noun) rate per 1k words
lex::BZH[,0.4882053632555313,0.021155814837671587,79,0.1995073677729789,False,1.0,True,True,Lexeme BZH[ (verb) rate per 1k words
lex::CBV/,-0.48491823531311623,0.022174180694054916,80,0.2064970577133864,False,0.8636363636363636,True,True,Lexeme CBV/ (noun) rate per 1k words
lex::DNJ>L/,0.48483920822116694,0.022199138643897918,81,0.20417726283585125,False,0.9545454545454546,True,True,Lexeme DNJ>L/ (proper-noun) rate per 1k words
lex::CNJM/,0.4795272402628001,0.02392908338823785,82,0.21740447712484384,False,1.0,True,True,Lexeme CNJM/ (noun) rate per 1k words
lex::TC</,0.4794521059075984,0.02395430302354644,83,0.21501151509086863,False,0.9090909090909091,True,True,Lexeme TC</ (noun) rate per 1k words
lex::<L,-0.4781013302988891,0.024411341158762662,84,0.21650534718188313,False,0.8636363636363636,True,True,Lexeme <L (prep) rate per 1k words
lex::J<R/,-0.4745937150414462,0.025630739504981306,85,0.22464589330836554,False,0.8181818181818182,True,True,Lexeme J<R/ (noun) rate per 1k words
lex::CWCN=/,0.47433144443544306,0.025723832061821335,86,0.22284017309368484,False,0.9090909090909091,True,True,Lexeme CWCN=/ (proper-noun) rate per 1k words
lex::KKR/,0.47329541754923443,0.026094207102942062,87,0.2234503941573774,False,0.9545454545454546,True,True,Lexeme KKR/ (noun) rate per 1k words
lex::CB</,0.47223668744066866,0.026477075720736147,88,0.2241525160448685,False,0.8181818181818182,True,True,Lexeme CB</ (noun) rate per 1k words
lex::>CR,0.4707546195496154,0.027020536168729455,89,0.22618313983936453,False,0.8636363636363636,True,True,Lexeme >CR (conj) rate per 1k words
lex::XYJ/,0.4694551309704958,0.02750431601737291,90,0.22767461592158686,False,0.8636363636363636,True,True,Lexeme XYJ/ (noun) rate per 1k words
lex::M>H/,0.46780498829833056,0.028128537442682962,91,0.23028308126152533,False,0.8181818181818182,True,True,Lexeme M>H/ (noun) rate per 1k words
lex::RJB/,-0.4653363603917431,0.029083336507368385,92,0.23551180106510267,False,0.9090909090909091,True,True,Lexeme RJB/ (noun) rate per 1k words
lex::KRM/,-0.4637823221923702,0.02969746410279658,93,0.23789904039337043,False,0.7727272727272727,True,True,Lexeme KRM/ (noun) rate per 1k words
lex::QCT/,-0.4631784389603489,0.029938862692062425,94,0.23728141176155856,False,0.7727272727272727,True,True,Lexeme QCT/ (noun) rate per 1k words
lex::NBJ>/,-0.462633447721864,0.030158051980346563,95,0.23650261816166512,False,0.8181818181818182,True,True,Lexeme NBJ>/ (noun) rate per 1k words
lex::C,0.4617516268773018,0.030515400969196953,96,0.2368122262713722,False,0.8181818181818182,True,True,Lexeme C (conj) rate per 1k words
lex::CC/,0.4599407216732629,0.03125976170067848,97,0.2400878604845924,False,0.7727272727272727,True,True,Lexeme CC/ (noun) rate per 1k words
lex::M<L[,0.4571341106085288,0.03244170240910441,98,0.24662314586513046,False,0.8636363636363636,True,True,Lexeme M<L[ (verb) rate per 1k words
lex::BWC[,-0.4565037162908864,0.032711969611164696,99,0.246165831922401,False,0.6363636363636364,False,True,Lexeme BWC[ (verb) rate per 1k words
lex::STR[,-0.45593184017609306,0.0329586831742291,100,0.24554218964800678,False,0.6818181818181818,False,True,Lexeme STR[ (verb) rate per 1k words
lex::CM<J=/,0.4544492880818616,0.03360511374371073,101,0.2478793043471732,False,0.8636363636363636,True,True,Lexeme CM<J=/ (proper-noun) rate per 1k words
lex::FMXH/,0.4506880658808896,0.035290007706129625,102,0.2577554484418291,False,0.6818181818181818,False,True,Lexeme FMXH/ (noun) rate per 1k words
lex::RBJ<J/,0.44900602398117945,0.03606468302185959,103,0.26085620243966406,False,0.5,False,True,Lexeme RBJ<J/ (adjective) rate per 1k words
lex::CMH/,-0.4480943252135676,0.03649012167534872,104,0.2613955831551423,False,0.6818181818181818,False,True,Lexeme CMH/ (noun) rate per 1k words
lex::KWRC/,0.44760908689958134,0.03671815712118171,105,0.2605240671931464,False,0.8636363636363636,True,True,Lexeme KWRC/ (proper-noun) rate per 1k words
lex::HWH[,0.4471294920261873,0.036944638640063684,106,0.259658073460825,False,0.8181818181818182,True,True,Lexeme HWH[ (verb) rate per 1k words
lex::JBC[,-0.4454719736395306,0.03773583323647342,107,0.2627401473006794,False,0.5909090909090909,False,True,Lexeme JBC[ (verb) rate per 1k words
lex::CNH/,0.4449386458965984,0.03799321617248233,108,0.26208283378240127,False,0.6363636363636364,False,True,Lexeme CNH/ (noun) rate per 1k words
lex::KTB[,0.4432477333377834,0.03881835706982119,109,0.2653181285964843,False,0.5454545454545454,False,True,Lexeme KTB[ (verb) rate per 1k words
lex::CWPR/,-0.44318902456573556,0.038847256156113924,110,0.2631018712391352,False,0.5454545454545454,False,True,Lexeme CWPR/ (noun) rate per 1k words
lex::>XRWN/,0.44318902456573556,0.038847256156113924,111,0.26073158411085473,False,0.5,False,True,Lexeme >XRWN/ (adjective) rate per 1k words
vs::qal,-0.4424980397447165,0.039188657654930965,112,0.2606745531511033,False,0.6818181818181818,False,True,Verbal stem qal rate per 1k words
lex::NTN[,0.4402375133603246,0.04032197432545035,113,0.2658395652430134,False,0.5454545454545454,False,True,Lexeme NTN[ (verb) rate per 1k words
lex::R>CWN/,0.43760449949730984,0.041674166193421264,114,0.2723443317026214,False,0.45454545454545453,False,True,Lexeme R>CWN/ (adjective) rate per 1k words
lex::GL<D/,-0.43741409825855243,0.041773302454048554,115,0.27061835068057544,False,0.6818181818181818,False,True,Lexeme GL<D/ (proper-noun) rate per 1k words
lex::>PS/,-0.4367044890775854,0.04214439693455319,116,0.2706687561745011,False,0.3181818181818182,False,True,Lexeme >PS/ (noun) rate per 1k words
lex::>MH=/,0.43621466223351363,0.0424020514946745,117,0.26999596891908123,False,0.45454545454545453,False,True,Lexeme >MH=/ (noun) rate per 1k words
lex::YR====/,-0.43237393580948275,0.04446513856714393,118,0.2807332901061206,False,0.3181818181818182,False,True,Lexeme YR====/ (proper-noun) rate per 1k words
morph::prs_rate,-0.43006514463056095,0.04574239257646571,119,0.2863704409198904,False,0.3181818181818182,False,True,Words carrying pronominal suffix rate per 1k words
lex::>LH,0.42845082870863926,0.046652251627397154,120,0.289632728853424,False,0.2727272727272727,False,True,Lexeme >LH (dem-pronoun) rate per 1k words
lex::MCTH/,0.4276937849639179,0.04708374299395612,121,0.2898957729793166,False,0.5454545454545454,False,True,Lexeme MCTH/ (noun) rate per 1k words
lex::MDBR/,-0.42758265964023495,0.047147340604927854,122,0.28790794057927255,False,0.3181818181818182,False,True,Lexeme MDBR/ (noun) rate per 1k words
lex::BQR=/,-0.4258768228216064,0.0481319845577502,123,0.2915311259798691,False,0.5909090909090909,False,True,Lexeme BQR=/ (noun) rate per 1k words
lex::PXH/,0.4258383138863431,0.04815439509414256,124,0.28931471246077584,False,0.36363636363636365,False,True,Lexeme PXH/ (noun) rate per 1k words
lex::YJWN==/,-0.42398684295640254,0.04924144071920889,125,0.293478986686485,False,0.3181818181818182,False,True,Lexeme YJWN==/ (proper-noun) rate per 1k words
lex::CM<[,-0.42328356547738527,0.049659291599610515,126,0.2936204146167447,False,0.22727272727272727,False,True,Lexeme CM<[ (verb) rate per 1k words
lex::>SP[,-0.4220988282552792,0.0503693947920711,127,0.2954740088196297,False,0.4090909090909091,False,True,Lexeme >SP[ (verb) rate per 1k words
lex::CRT[,0.4197735296868083,0.05178591125769341,128,0.30141018661704366,False,0.18181818181818182,False,True,Lexeme CRT[ (verb) rate per 1k words
lex::QRJH/,-0.4196190239337049,0.0518811098474424,129,0.2996234638476325,False,0.18181818181818182,False,True,Lexeme QRJH/ (noun) rate per 1k words
lex::DHB/,0.4161950573851823,0.054025630001126375,130,0.3096084180833781,False,0.18181818181818182,False,True,Lexeme DHB/ (noun) rate per 1k words
lex::>DJN,0.4161950573851823,0.054025630001126375,131,0.3072449950445737,False,0.18181818181818182,False,True,Lexeme >DJN (adverb) rate per 1k words
lex::MLKW/,0.4161950573851823,0.054025630001126375,132,0.30491738144575115,False,0.18181818181818182,False,True,Lexeme MLKW/ (noun) rate per 1k words
lex::NBWKDNYR/,0.4161950573851823,0.054025630001126375,133,0.3026247695551816,False,0.18181818181818182,False,True,Lexeme NBWKDNYR/ (proper-noun) rate per 1k words
lex::<LM/,0.4161950573851823,0.054025630001126375,134,0.300366375752531,False,0.18181818181818182,False,True,Lexeme <LM/ (noun) rate per 1k words
lex::>NC/,0.4161950573851823,0.054025630001126375,135,0.29814143963584555,False,0.18181818181818182,False,True,Lexeme >NC/ (noun) rate per 1k words
lex::DRK[,-0.4153466452833462,0.05456740859657349,136,0.29891705444446504,False,0.22727272727272727,False,True,Lexeme DRK[ (verb) rate per 1k words
lex::RDP[,-0.4148677803986437,0.05487504117663014,137,0.29840807063203983,False,0.2727272727272727,False,True,Lexeme RDP[ (verb) rate per 1k words
lex::SPR/,0.40829544737332635,0.059233335699947626,138,0.3197741673656593,False,0.18181818181818182,False,True,Lexeme SPR/ (noun) rate per 1k words
lex::JDH[,0.40788060374161667,0.05951705938312599,139,0.31899431108222204,False,0.18181818181818182,False,True,Lexeme JDH[ (verb) rate per 1k words
lex::>JPH/,-0.4071110176968211,0.06004615376399986,140,0.3195313182441421,False,0.36363636363636365,False,True,Lexeme >JPH/ (noun) rate per 1k words
lex::BD/,0.4070172983823666,0.0601108311083788,141,0.3176068735868242,False,0.22727272727272727,False,True,Lexeme BD/ (noun) rate per 1k words
lex::JHWH/,-0.40276999086555093,0.06309827451039073,142,0.3310437641566274,False,0.3181818181818182,False,True,Lexeme JHWH/ (proper-noun) rate per 1k words
lex::GPN/,-0.4026109164509901,0.06321232066901253,143,0.32932292935954083,False,0.2727272727272727,False,True,Lexeme GPN/ (noun) rate per 1k words
lex::C>RJT/,-0.4011740151516986,0.06424961741292926,144,0.3324025345321687,False,0.22727272727272727,False,True,Lexeme C>RJT/ (noun) rate per 1k words
lex::SRJS/,0.4001847432936616,0.06497126750598371,145,0.3338178916686749,False,0.09090909090909091,False,True,Lexeme SRJS/ (noun) rate per 1k words
lex::MJM/,-0.4001183376174787,0.06501992874404941,146,0.33177977338573156,False,0.09090909090909091,False,True,Lexeme MJM/ (noun) rate per 1k words
lex::QWH[,-0.3997998843668036,0.06525367258408399,147,0.330707388266276,False,0.22727272727272727,False,True,Lexeme QWH[ (verb) rate per 1k words
lex::KJ,-0.3995480384412702,0.0654389788868038,148,0.32940567074776245,False,0.18181818181818182,False,True,Lexeme KJ (conj) rate per 1k words
lex::JFR>L/,-0.39898066588741005,0.06585791304914619,149,0.32928956524573094,False,0.13636363636363635,False,True,Lexeme JFR>L/ (proper-noun) rate per 1k words
lex::ZR<[,-0.3988067188152327,0.06598675869739407,150,0.32773423486372383,False,0.18181818181818182,False,True,Lexeme ZR<[ (verb) rate per 1k words
lex::K,-0.3967223804607803,0.06754560490642826,151,0.33325480566416593,False,0.22727272727272727,False,True,Lexeme K (prep) rate per 1k words
lex::BHL[,0.3962705870580611,0.06788714802292788,152,0.3327363505071136,False,0.09090909090909091,False,True,Lexeme BHL[ (verb) rate per 1k words
lex::FB<[,-0.39625431246930165,0.06789947554751707,153,0.33062162930000144,False,0.18181818181818182,False,True,Lexeme FB<[ (verb) rate per 1k words
lex::YB>/,-0.39568175873181954,0.06833424967961006,154,0.3305780260474643,False,0.22727272727272727,False,True,Lexeme YB>/ (noun) rate per 1k words
morph::abs_count,-0.39559211726858434,0.06840251040360647,155,0.328773356456044,False,0.13636363636363635,False,True,Noun in absolute state (count)
lex::CBJ<J/,0.3936491169150066,0.06989481584638191,156,0.33379255003560593,False,0.13636363636363635,False,True,Lexeme CBJ<J/ (adjective) rate per 1k words
lex::MRDKJ/,0.39196251097060564,0.07121006473055379,157,0.33790763200167245,False,0.13636363636363635,False,True,Lexeme MRDKJ/ (proper-noun) rate per 1k words
lex::JW>B/,0.39196251097060564,0.07121006473055379,158,0.33576897610292766,False,0.13636363636363635,False,True,Lexeme JW>B/ (proper-noun) rate per 1k words
lex::ZR/,-0.39159886109774095,0.07149608135863864,159,0.3349973623407911,False,0.22727272727272727,False,True,Lexeme ZR/ (adjective) rate per 1k words
lex::NVH[,-0.39142451696452196,0.0716335133634805,160,0.3335435465987061,False,0.13636363636363635,False,True,Lexeme NVH[ (verb) rate per 1k words
lex::>XR=/,0.3909865298810834,0.07197965038098561,161,0.33307353747723156,False,0.13636363636363635,False,True,Lexeme >XR=/ (adjective) rate per 1k words
lex::CPV[,-0.3905132016511426,0.07235513585880156,162,0.3327442976222664,False,0.13636363636363635,False,True,Lexeme CPV[ (verb) rate per 1k words
lex::LWJ/,0.38953255499238987,0.07313777457709045,163,0.33428001263762197,False,0.18181818181818182,False,True,Lexeme LWJ/ (adjective) rate per 1k words
lex::HW>,-0.38937566971150667,0.07326357251451857,164,0.33281318002022153,False,0.13636363636363635,False,True,Lexeme HW> (pronoun) rate per 1k words
lex::CLMH=/,0.389122202920094,0.07346715878712592,165,0.33171535331156854,False,0.13636363636363635,False,True,Lexeme CLMH=/ (proper-noun) rate per 1k words
lex::G>L[,-0.38818176806896487,0.07422625234356256,166,0.3331238433491211,False,0.09090909090909091,False,True,Lexeme G>L[ (verb) rate per 1k words
lex::JXF[,0.3881754335699234,0.07423138534023001,167,0.3311519884938404,False,0.13636363636363635,False,True,Lexeme JXF[ (verb) rate per 1k words
lex::JJN/,-0.3876146395669326,0.0746868712313755,168,0.3312007087343735,False,0.13636363636363635,False,True,Lexeme JJN/ (noun) rate per 1k words
lex::GDWL/,0.3871151433271147,0.07509433994226807,169,0.33103717903544205,False,0.09090909090909091,False,True,Lexeme GDWL/ (adjective) rate per 1k words
lex::PC<[,-0.38604097168073953,0.07597627334148702,170,0.3329548449376931,False,0.18181818181818182,False,True,Lexeme PC<[ (verb) rate per 1k words
lex::PNH/,0.38598488013491883,0.07602253962595136,171,0.3312093100662793,False,0.18181818181818182,False,True,Lexeme PNH/ (noun) rate per 1k words
lex::PQD[,-0.3857442453381717,0.07622126422627092,172,0.3301444293521618,False,0.18181818181818182,False,True,Lexeme PQD[ (verb) rate per 1k words
lex::RGZ[,-0.384857994150789,0.0769565318899609,173,0.33140240611572763,False,0.18181818181818182,False,True,Lexeme RGZ[ (verb) rate per 1k words
lex::JCW</,0.38154804811872967,0.07974978558686362,174,0.341457415300077,False,0.13636363636363635,False,True,Lexeme JCW</ (proper-noun) rate per 1k words
lex::>JK,-0.3804197635757387,0.08071909655296652,175,0.34363272532548605,False,0.13636363636363635,False,True,Lexeme >JK (interrogative) rate per 1k words
lex::JYR[,-0.3798122416977554,0.08124465974788678,176,0.3439049517737253,False,0.09090909090909091,False,True,Lexeme JYR[ (verb) rate per 1k words
lex::LBC[,0.37928034635170965,0.08170689808534294,177,0.34390756538746037,False,0.13636363636363635,False,True,Lexeme LBC[ (verb) rate per 1k words
lex::V<M/,0.3787461504534919,0.0821731131747805,178,0.3439267939056824,False,0.045454545454545456,False,True,Lexeme V<M/ (noun) rate per 1k words
lex::MCLM/,0.378707740068218,0.08220671201850967,179,0.342145253931786,False,0.09090909090909091,False,True,Lexeme MCLM/ (proper-noun) rate per 1k words
lex::CM<JH/,0.378707740068218,0.08220671201850967,180,0.3402444469654983,False,0.09090909090909091,False,True,Lexeme CM<JH/ (proper-noun) rate per 1k words
lex::CW<R/,0.378707740068218,0.08220671201850967,181,0.33836464339110334,False,0.09090909090909091,False,True,Lexeme CW<R/ (noun) rate per 1k words
lex::MW>B/,-0.3779464206080786,0.08287478526570609,182,0.3392401924337969,False,0.13636363636363635,False,True,Lexeme MW>B/ (proper-noun) rate per 1k words
lex::JQR/,0.3740520560416757,0.08635578877785323,183,0.3515577193415336,False,0.045454545454545456,False,True,Lexeme JQR/ (adjective) rate per 1k words
lex::BGD[,-0.3724631401365948,0.08780690052973872,184,0.3555225048622573,False,0.13636363636363635,False,True,Lexeme BGD[ (verb) rate per 1k words
lex::JRC[,-0.37239155992261963,0.08787269690712558,185,0.35386572538274896,False,0.18181818181818182,False,True,Lexeme JRC[ (verb) rate per 1k words
vs::nif,-0.3707263270402733,0.08941374604614505,186,0.35813570324934446,False,0.045454545454545456,False,True,Verbal stem nif rate per 1k words
lex::DRJWC/,0.370170887546637,0.08993220103244692,187,0.35828604154637944,False,0.0,False,True,Lexeme DRJWC/ (proper-noun) rate per 1k words
lex::ML>KH/,0.3690460471078187,0.09098897356470155,188,0.3605680069452269,False,0.09090909090909091,False,True,Lexeme ML>KH/ (noun) rate per 1k words
lex::BQ<[,-0.3683687715330024,0.09162969035219566,189,0.3611858164676496,False,0.09090909090909091,False,True,Lexeme BQ<[ (verb) rate per 1k words
