par,raw,pro
1.141565824117914824e-01,6.003084482849303516e-01,2.184050723814630612e-01
1.328059250830247451e-01,5.348482582859320766e-01,1.828222235103258153e-01
-2.469625074948162136e-01,3.350021488184024010e-01,-1.975461609742446556e-01
-2.650467185699514894e-01,4.135543768172002532e-01,-3.349695773041539981e-01
-7.742302866542294382e-02,4.424338724049935445e-01,-2.822088013917780844e-02
-6.838092312785530591e-02,4.624569893458635450e-01,-2.331290098453819015e-01
-2.712631661270292760e-02,5.090492422275033624e-01,2.453989577319809750e-03
1.282848723142409331e-01,5.552564351679727395e-01,1.374234163299093425e-01
2.548743498401879193e-01,5.979980886379068217e-01,2.662578691391992991e-01
-3.509467211768441119e-01,3.457838271711786149e-01,-4.319021656082864813e-01
-3.577283003300198438e-01,4.139394367583708045e-01,-2.539879212526002794e-01
-2.074032957679577960e-01,1.975357498205062290e-01,-1.828222235103258153e-01
-3.390789576587865950e-03,4.817099864043924429e-01,3.680984365979713974e-03
-2.136197433250355548e-01,4.066232978761298300e-01,-3.411045512474534802e-01
-3.187342201992593993e-01,3.943013797586713554e-01,-2.907977649123973940e-01
-1.977960586342921712e-01,3.519447862299078245e-01,-2.773008222371384779e-01
-2.593954026089717591e-01,3.473240669358608756e-01,-2.785278170257983743e-01
-1.345013198713186642e-01,4.759340872868337846e-01,-1.582823277371277204e-01
3.729868534246652545e-02,5.390839176388084741e-01,2.944787492783771179e-02
1.469342149854741819e-01,5.876014702263012701e-01,8.834362478351313885e-02
3.695960638480774163e-01,6.711594774603165670e-01,3.533744991340525554e-01
1.079401348547137374e-01,5.995383284025891379e-01,1.288344528092899843e-01
-2.933032983748504186e-01,4.424338724049935445e-01,-2.171780775928031093e-01
-2.119243485367416358e-01,4.104738972878356207e-01,-1.938651766082649663e-01
-2.136197433250355548e-01,4.597615697576695748e-01,-3.141106658969356480e-01
-3.306019837173168607e-01,3.357722687007435591e-01,-3.153376606855955444e-01
1.045493452781258714e-01,5.787450915793780348e-01,1.018405674587720827e-01
-1.723651368098831904e-01,4.443591721108463566e-01,-1.717792704123866643e-01
-3.006500091241241512e-01,3.565655055239547178e-01,-3.104296815309559032e-01
3.289065889290229694e-01,6.415098619901820065e-01,2.319020150567220051e-01
-1.864934267123326272e-02,4.358878534050937281e-01,-1.582823277371277204e-01
-3.492513263885502206e-01,3.045824134659267379e-01,-4.478530978608651902e-01
-7.742302866542294382e-02,4.847904659337570199e-01,-1.595093225257876099e-02
1.469342149854742027e-02,5.348482582859320766e-01,3.926383323711695600e-02
-2.379204019572486173e-01,4.193302759347589115e-01,-3.337425825154941017e-01
-8.816052899128450082e-02,5.437046369328554229e-01,-2.822088013917780844e-02
-6.781579153175731900e-02,4.982675638747272595e-01,-7.730067168557398782e-02
-2.141848749211335556e-01,4.147095566407119627e-01,-3.595094730773520930e-01
2.995197459319281358e-02,5.363884980506143929e-01,2.085891140721838136e-02
-5.312237003320990913e-02,5.171355009920854950e-01,4.662580196907637614e-02
2.452671127065222667e-01,4.297268943463645186e-01,1.386504111185692389e-01
1.164171087961834022e-01,5.317677787565674441e-01,9.815958309279237959e-02
3.108223778538877005e-02,5.017331033452624434e-01,1.595093225257876099e-02
-2.130546117289375818e-01,4.077784776996415950e-01,-1.987731557629045520e-01
1.785815843669609493e-01,6.091648269318534759e-01,1.067485466134117239e-01
2.831309296450867929e-01,6.495961207547641392e-01,2.871167805464177047e-01
-2.249223752469950988e-01,4.674627685810810451e-01,-1.006135726701121863e-01
-1.452388201971802628e-01,4.624569893458635450e-01,-1.877302026649654287e-01
9.437697654836225969e-02,5.721990725794781074e-01,1.018405674587720827e-01
-2.147500065172314870e-02,5.213711603449618925e-01,8.834362478351313885e-02
-6.555526514736541299e-02,3.284561298185025846e-01,-2.490799420979606382e-01
1.158519772000854153e-01,6.003084482849303516e-01,1.460123798505286730e-01
2.435717179182283754e-01,7.023493326951333326e-01,4.208592125103473025e-01
-6.063862026131301430e-01,8.740860664572107364e-02,-5.950924725000538151e-01
3.356881680821987013e-01,6.388144424019881473e-01,3.975463115258091040e-01
-1.859282951162346542e-01,4.081635376408120908e-01,-1.214724840773305642e-01
-2.656118501660495457e-02,4.690030083457634169e-01,-5.644176027835561688e-02
1.017236872976359785e-02,5.845209906969366376e-01,7.484668210825418111e-02
-3.803335641739389317e-01,2.945708549954917377e-01,-5.386507122216981358e-01
-2.746539557036171697e-01,4.462844718166993352e-01,-2.036811349175441654e-01
-3.955921172685843146e-02,4.936468445806803107e-01,7.239269253093437440e-02
-3.311671153134149170e-01,3.565655055239547178e-01,-3.607364678660119894e-01
2.226618488626031789e-01,6.719295973426577806e-01,2.871167805464177047e-01
1.147217140078894693e-01,6.472857611077406093e-01,2.184050723814630612e-01
-1.356315830635146380e-02,5.048135828746270759e-01,-8.588963520619333908e-03
-1.463690833893762089e-01,4.166348563465648303e-01,-2.159510828041432406e-01
1.226335563532611334e-01,5.756646120500132913e-01,1.325154371752697291e-01
-3.797684325778409864e-01,4.077784776996415950e-01,-2.907977649123973940e-01
1.102006612391056434e-01,4.805548065808807334e-01,2.920247597010573459e-01
-1.367618462557106118e-01,3.165192716422147168e-01,-1.398774059072291354e-01
-3.368184312743947029e-01,3.827495815235539833e-01,-2.957057440670370907e-01
-1.729302684059811912e-01,4.389683329344583607e-01,-1.779142443556862019e-01
2.859565876255767414e-01,6.569122596370051692e-01,2.306750202680620809e-01
4.487144873017943070e-01,7.474013458120909448e-01,5.288347539124189645e-01
-6.216447557077754010e-02,3.015019339365621609e-01,-2.662578691391992991e-01
5.707829120589574118e-02,5.356183781682732903e-01,8.957061957217304915e-02
3.108223778538877768e-01,7.008090929304510164e-01,3.496935147680728107e-01
1.610625048879236465e-01,4.797846866985395198e-01,3.190186450515752198e-02
-3.430348788314723785e-01,3.661920040532191667e-01,-3.791413896959106022e-01
2.780447452802050079e-01,5.483253562269023718e-01,3.092026867422959513e-01
-1.215032931610651873e-01,5.506357158739257907e-01,0.000000000000000000e+00
3.351230364861007560e-01,7.200620899889798032e-01,4.515340822268449350e-01
-2.616559289933636512e-01,4.050830581114474582e-01,-3.055217023763163176e-01
-5.091835680842778933e-01,3.346170888772317942e-01,-5.042948581392209251e-01
-2.763493504919110610e-01,3.230652906421144777e-01,-3.374235668814738465e-01
-5.786947544043290481e-01,1.940702103499710729e-01,-5.619636132062363343e-01
5.764342280199371421e-02,5.429345170505143203e-01,2.331290098453818807e-02
-2.090986905562517220e-02,4.940319045218508620e-01,-6.380372901031504396e-02
-3.436000104275703793e-01,2.999616941718798446e-01,-3.411045512474534802e-01
1.836677687318427343e-01,5.972279687555657191e-01,2.306750202680620809e-01
2.452671127065222667e-01,6.784756163425574860e-01,3.349695773041539981e-01
2.831309296450867929e-01,5.529460755209492095e-01,2.736198378711587886e-01
2.520486918596980264e-01,5.456299366387082905e-01,2.466259525206408731e-01
1.028539504898319384e-01,5.914520696380070053e-01,8.343564562887352543e-02
1.638881628684135394e-01,5.718140126383075561e-01,1.288344528092899843e-01
-2.373552703611506165e-02,5.086641822863328111e-01,-3.680984365979713974e-03
1.254592143337510401e-01,5.879865301674719325e-01,1.361964215412494184e-01
-1.548460573308458876e-01,3.885254806411126416e-01,-1.472393746391885590e-02
1.243289511415550733e-02,5.040434629922859733e-01,1.595093225257876099e-02
-4.973158045662203208e-01,1.282249604098023021e-01,-5.423316965876778806e-01
1.243289511415550802e-01,6.068544672848300570e-01,1.901841922422852216e-01
1.921447426733123923e-02,5.502506559327552393e-01,3.067486971649762209e-02
3.616842215027056551e-02,5.837508708145955350e-01,8.343564562887352543e-02
-1.791467159630589501e-01,3.342320289360612429e-01,-1.509203590051682864e-01
-4.114158019593277538e-01,1.909897308206064126e-01,-3.595094730773520930e-01
-3.362532996782967576e-01,4.143244966995413003e-01,-3.226996294175549229e-01
-1.316756618908287990e-01,4.158647364642236721e-01,-2.306750202680620809e-01
-5.142697524491596228e-01,2.248750056436172595e-01,-6.466262536237697978e-01
-1.689743472332953245e-01,4.274165346993410441e-01,-2.957057440670370907e-01
2.780447452802050079e-01,6.307281836374059036e-01,3.374235668814738465e-01
-2.260526384391910344e-03,4.589914498753283612e-01,-1.717792704123866782e-02
-8.759539739518654167e-02,4.932617846395097594e-01,1.104295309793914236e-02
-3.469908000041582730e-01,4.243360551699763561e-01,-3.791413896959106022e-01
-3.820289589622329340e-01,3.080479529364619218e-01,-4.282211812423067365e-01
-1.220684247571631742e-01,5.772048518146956075e-01,1.030675622474319930e-01
-2.723934293192252221e-01,2.102427278791353105e-01,-4.024542906804487452e-01
2.396157967455425086e-01,6.207166251669707924e-01,3.030677127989964692e-01
-4.995763309506122685e-01,3.095881927011443491e-01,-6.147243891186122688e-01
-1.994914534225861458e-01,4.370430332286054931e-01,-1.607363173144475132e-01
-6.103421237858158710e-02,5.171355009920854950e-01,4.171782281443676271e-02
5.086184364881799619e-02,5.005779235217506784e-01,3.680984365979714235e-02
-2.209664540743092598e-01,4.393533928756289120e-01,-3.374235668814738465e-01
-4.131111967476217006e-01,2.976513345248563147e-01,-4.662580196907638030e-01
6.612039674346338602e-02,4.948020244041920757e-01,9.815958309279239000e-03
-2.718282977231272768e-01,5.009629834629213407e-01,-1.521473537938281828e-01
-1.508901361581600209e-01,4.254912349934881211e-01,-9.202460914949285586e-02
2.825657980489888147e-03,5.386988576976379228e-01,3.680984365979714235e-02
2.232269804587012074e-01,6.484409409312523742e-01,1.828222235103258153e-01
-4.295000130344629741e-02,4.998078036394095203e-01,-6.380372901031504396e-02
1.277197407181429600e-01,4.370430332286054931e-01,1.226994788659904884e-01
-1.633230312723155386e-01,3.319216692890377685e-01,-2.809818066031181671e-01
2.667421133582454362e-01,6.488260008724230365e-01,2.208590619587828541e-01
-8.646513420299059560e-02,3.785139221706776413e-01,-3.067486971649762209e-02
-3.611190899066077376e-01,3.827495815235539833e-01,-4.220862072990072544e-01
-1.949704006538022782e-01,4.358878534050937281e-01,-2.417179733660012320e-01
2.074032957679577960e-01,6.465156412253996177e-01,3.190186450515752337e-01
1.768861895786670024e-01,6.796307961660691399e-01,4.098162594124082347e-01
1.215032931610651873e-01,5.648829336972371884e-01,2.208590619587828541e-01
3.537723791573340049e-01,7.081252318126920464e-01,3.325155877268342053e-01
-1.599322416957277004e-01,3.962266794645242229e-01,-2.417179733660012320e-01
2.820006664528908469e-01,6.268775842257001685e-01,1.914111870309451457e-01
2.469625074948162136e-01,6.080096471083417109e-01,2.073621192835238825e-01
-3.611190899066077376e-01,3.326917891713789821e-01,-3.631904574433317823e-01
-6.951118632005125197e-02,4.955721442865332893e-01,-2.098161088608437308e-01
2.102289537484476611e-01,6.372742026373057200e-01,1.595093225257876168e-01
-5.368750162930788217e-02,4.597615697576695748e-01,-1.852762130876456081e-01
-2.141848749211335556e-01,4.004623388174005649e-01,-1.938651766082649663e-01
-4.521052768783820688e-03,3.534850259945901407e-01,-5.153378112371599651e-02
-2.475276390909142421e-01,3.461688871123491107e-01,-3.116566763196157996e-01
-2.339644807845627228e-01,3.176744514657264262e-01,-9.570559351547257287e-02
8.533487101079462178e-02,4.809398665220512847e-01,6.625771858763486455e-02
-2.119243485367416358e-01,2.433578828198049715e-01,-2.564419108299200722e-01
7.177171270444315798e-02,5.267619995213500550e-01,1.128835205567112338e-01
-2.045776377874679031e-01,4.582213299929872030e-01,-2.159510828041432406e-01
-1.141565824117914824e-01,3.827495815235539833e-01,-2.184050723814630612e-01
-9.494210814446024660e-02,4.308820741698761725e-01,-1.680982860464069473e-01
-1.022888188937339515e-01,4.478247115813815959e-01,-1.006135726701121863e-01
-6.894605472395327894e-02,5.082791223451623708e-01,4.539880718041647278e-02
7.911842345371688373e-03,5.410092173446613417e-01,-1.963191661855847800e-02
1.056796084703218314e-01,6.230269848139943223e-01,2.773008222371384779e-01
-3.633796162909996297e-01,3.065077131717796610e-01,-3.791413896959106022e-01
-4.453236977252063578e-01,1.998461094675297312e-01,-5.263807643350991716e-01
-7.420177856766446700e-01,1.332307396450198023e-01,-7.570557846031612526e-01
1.124611876234975494e-01,5.421643971681731067e-01,8.711662999485324244e-02
-1.972309270381941704e-01,3.600310449944899016e-01,-3.055217023763163176e-01
-2.300085596118769116e-01,4.339625536992407495e-01,-3.128836711082756961e-01
2.113592169406436627e-01,5.383137977564673715e-01,1.889571974536253252e-01
2.729585609153232229e-01,6.519064804017876691e-01,3.116566763196157996e-01
-2.458322443026202675e-01,3.943013797586713554e-01,-3.754604053299308575e-01
-4.521052768783821035e-02,5.891417099909834754e-01,8.098165605155371871e-02
-1.808421107513528414e-01,4.886410653454628661e-01,-1.730062652010465607e-01
1.604973732918256735e-01,5.575667948149961584e-01,1.190184945000107575e-01
-9.324671335616631362e-02,4.724685478162986008e-01,-9.202460914949285586e-02
-4.306302762266590034e-01,3.403929879947904524e-01,-5.484666705309774182e-01
2.639164553777555988e-01,6.507513005782759041e-01,3.411045512474534802e-01
-2.141848749211335556e-01,4.628420492870341518e-01,-1.472393746391885694e-01
9.437697654836225969e-02,5.506357158739257907e-01,4.539880718041647278e-02
-1.017236872976359785e-02,5.460149965798788418e-01,3.803683844845704570e-02
3.249506677563371859e-01,6.788606762837281483e-01,3.042947075876563656e-01
-4.306302762266590034e-01,2.622258199371632625e-01,-5.496936653196373701e-01
6.951118632005125197e-02,5.668082334030900560e-01,5.521476548969571352e-02
2.141848749211335556e-01,6.149407260494120786e-01,3.067486971649762140e-01
-6.499013355126743996e-02,4.424338724049935445e-01,-6.134973943299524418e-02
2.373552703611506165e-01,6.442052815783760877e-01,2.760738274484785815e-01
-3.142131674304755595e-01,4.035428183467651975e-01,-3.141106658969356480e-01
-7.911842345371688373e-03,3.457838271711786149e-01,-1.300614475979499085e-01
1.542809257347479146e-01,5.371586179329556066e-01,4.294481760309666607e-02
2.712631661270292760e-02,5.371586179329556066e-01,6.012274464433532695e-02
-3.266460625446310773e-01,3.288411897596731359e-01,-3.705524261752912163e-01
-3.978526436529762345e-01,1.906046708794358613e-01,-4.208592125103473025e-01
-3.300368521212189155e-01,3.292262497008437983e-01,-3.509205095567327626e-01
-2.887822456060665788e-01,2.090875480556235733e-01,-3.435585408247733286e-01
-5.001414625467102137e-01,3.003467541130504515e-01,-5.570556340515967486e-01
-1.808421107513528414e-01,3.315366093478672171e-01,-1.779142443556862019e-01
-2.249223752469950988e-01,4.150946165818825140e-01,-1.668712912577470509e-01
-4.521052768783820688e-03,4.813249264632218360e-01,-1.128835205567112338e-01
-1.356315830635146380e-02,3.985370391115476973e-01,4.049082802577685936e-02
-5.413960690618625504e-01,2.791684573486686860e-01,-5.815955298247947880e-01
-2.311388228040728576e-01,4.093187174643238557e-01,-9.202460914949285586e-02
8.703026579908855476e-02,5.541012553444609745e-01,8.466264041753342184e-02
-2.147500065172314870e-02,4.905663650513156782e-01,-1.828222235103258153e-01
-5.170954104296495712e-01,2.537545012314105786e-01,-5.901844933454142295e-01
-5.154000156413556244e-01,2.703120787017453952e-01,-5.312887434897387573e-01
3.379486944665906489e-01,6.780905564013870457e-01,3.055217023763163176e-01
-8.929079218348047464e-02,3.169043315833852126e-01,-8.466264041753342184e-02
-4.351513289954427738e-02,4.289567744640233049e-01,-8.098165605155371871e-02
-2.582651394167757575e-01,4.266464148169998860e-01,-2.969327388556969316e-01
-1.474993465815721549e-01,2.468234222903401553e-01,-2.122700984381634959e-01
-4.351513289954427738e-02,4.940319045218508620e-01,1.226994788659904875e-03
-2.887822456060665788e-01,3.781288622295070900e-01,-3.901843427938497255e-01
-2.769144820880090063e-02,5.852911105792777402e-01,6.993870295361456768e-02
-3.385138260626885942e-01,3.473240669358608756e-01,-3.607364678660119894e-01
2.102289537484476611e-01,5.691185930501134749e-01,1.926381818196050422e-01
2.825657980489888147e-03,5.225263401684736575e-01,-1.190184945000107575e-01
-3.006500091241241512e-01,4.389683329344583329e-02,-2.760738274484785815e-01
-1.090703980469096973e-01,4.716984279339574426e-01,-1.680982860464069473e-01
1.429782938127883707e-01,5.598771544620196883e-01,5.521476548969571352e-02
4.973158045662202931e-02,4.566810902283048867e-01,-1.717792704123866782e-02
-1.254592143337510401e-01,4.328073738757290956e-01,-2.453989577319809767e-01
-1.350664514674166650e-01,2.587602804666280787e-01,-1.889571974536253252e-01
1.554111889269438884e-01,5.263769395801793927e-01,7.852766647423391200e-02
-1.554111889269438884e-01,4.362729133462642794e-01,-1.521473537938281828e-01
-3.000848775280261505e-01,4.251061750523175697e-01,-2.993867284330167244e-01
-1.565414521191398067e-01,3.688874236414131924e-01,-6.871170816495467126e-02
3.910710644998005026e-01,7.219873896948327818e-01,5.141108164485000964e-01
2.181407960938193946e-01,6.472857611077406093e-01,2.687118587165191474e-01
-3.520769843690400580e-01,3.554103257004430083e-01,-4.036812854691086971e-01
5.312237003320990913e-02,6.022337479907831082e-01,1.472393746391885694e-01
3.922013276919965041e-01,7.346943677534618633e-01,4.883439258866420496e-01
-3.492513263885502206e-01,3.950714996410124580e-01,-3.055217023763163176e-01
